licence_ref,description,licensee_name,trading_name,nominee_name,address_1,address_2,address_3,county
N1927,Publican's Licence (ordinary) - Theatre,Adelphi-carlton Ltd,T/a Cineworld Cinemas,,Parnell Centre,Parnell St,,Dublin 1
1011689,Wine Retailer's On Licence,Sushire Limited,Michie,Christina Casey,Ground And First Floor Unit 3,Georges Dock,Ifsc,Dublin 1
N0033,Publican's Licence (7-Day Ordinary),Amphitheatre Ireland Limited,3arena,,North Wall Quay,,,Dublin 1
N1074,Publican's Licence (7-Day Ordinary),James Madigan And Sons,Madigan's,Michael Madigan,25 North Earl Street,,,Dublin 1
N1987,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco,,Jervis Street Shopping Centre,Jervis Street,,Dublin 1
N1788,Publican's Licence (ordinary) - Theatre,Amphitheatre Ireland Limited,T/a 3arena,,North Wall Quay,,,Dublin 1
N0041,Publican's Licence (7-Day Ordinary),Southborough Taverns Limited,Robert Reids,,19 Store Street & Extension Attached & Adjoining To,,,Dublin 1
N0104,Publican's Licence (7-Day Ordinary),Jksr Trading Limited,Booze2go,,144 Parnell Street,,,Dublin 1
N0022,Publican's Licence (7-Day Ordinary),Beechlawn Taverns Limited,Hill 16,,28/29 Middle Gardiner Street,,,Dublin 1
N0039,Publican's Licence (7-Day Ordinary),Nuala Mooney,Noctor's Public House,,34 Lower Sheriff Street,,,Dublin 1
1013544,Wine Retailer's On Licence,Thomas Taylor,Murphys Of Amiens Street,,39 Amiens Street,,,Dublin 1
N2754,"Spirit, Beer & Wine Retailer's Off Licence",Ard Services Limited,Topaz Service Station,,Dublin Port Site,Promanade Road,Bond Drive,Dublin 1
1003465,Wine Retailer's On Licence,Bo And Wei Limited,Musashi Noodles And Sushi Bar,Bo Lang,15 Capel Street,,,Dublin 1
1010975,Wine Retailer's Off Licence,Adelaide Stores Limited,,,30 And 30 1/2 Upper Abbey Street,,,Dublin 1
N1070,Publican's Licence (7-Day Ordinary),Bolero Investments Limited,Jack Nealons Pub,,165/166 Capel Street,,,Dublin 1
N0008,Publican's Licence (7-Day Ordinary),Little Chucky Bars Limited,Mulletts Public House,,45 Amien Street,,,Dublin 1
N1900,Publican's Licence (Ordinary) Hotel - 1902 Act (Public Bar),Custom Propco Dac,Hilton Garden Inn Dublin Custom House,,Custom House Docks,,,Dublin 1
N2741,Publican's Licence (7-Day Ordinary),Richmond Properties Ireland Limited,Cill Airne,,16c North Wall,,,Dublin 1
1008745,Wine Retailer's Off Licence,Arkstraders Limited,Gala Shop,,Ground Floor And Basement,10 Abbey Street Lower,,Dublin 1
1013068,Manufacturer's Licence - Brewer,Urban Brewing Limited,,Seamus O'hara,Vault C & Conservatory B1,The Chq Building,"Custom House Quay, Ifsc",Dublin 1
N2402,Wine Retailer's On Licence,Beshoff Restaurants Limited,Beshoff Fish Restaurants,,7 Upper O'connell Street,,,Dublin 1
N1620,Publican's Licence (7-Day Ordinary),C. B. Pub Management Limited,Bodkins,,57 Bolton Street,,,Dublin 1
1002413,Wine Retailer's On Licence,Moonpea Limited,The Bakehouse,Joanne Peat,6 Bachelors Walk,,,Dublin 1
1013384,Wine Retailer's On Licence,Bhd Restaurant Limited,Takara,Yu Yang Xin,37 Upper Abbey Street,,,Dublin 1
1003271,Publican's Licence (7-Day Ordinary),Edward Walsh,Long Island Bar,,103 Upper Dorset Street,,,Dublin 1
N0051,Publican's Licence (7-Day Ordinary),Jason Lowry,O'neills,,16 Summerhill Parade,And 37/38 And 39 North William Street,,Dublin 1
N2081,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Athlavale Limited,Ripley Court Hotel,,Number 37b Talbot Street,,,Dublin 1
N0089,Publican's Licence (7-Day Ordinary),Quaykoff Taverns Limited,The Temple,,71 Upper Dorset St & 1 Hardwick Place,,,Dublin 1
1003198,Wine Retailer's Off Licence,The Moldova Retail Store Limited,,Natalia Munteanu,Units 2 And 3 Ground Floor,38 Capel Street,,Dublin 1
1013760,Publican's Licence (ordinary) - Theatre,Dublin Cinema Group Ltd,Savoy,Paul Ward,17 O Connell Street Upper,North City,,Dublin 1
1009733,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Packlett Limited,The Arlington Hotel And Knightsbridge,,23/24/25 Bachelor's Walk,20/21 The Lotts And Rear Of 26 Bachelor's Walk,,Dublin 1
N0091,Publican's Licence (7-Day Ordinary),Maye Taverns Limited,Maye's,,19a North Frederick Street &,"45 Upper Dorset Street & , 44 Upper Dorset Street",(excluding 2nd & 3rd Floor Levels),Dublin 1
1013579,Publican's Licence (7-Day Ordinary),Full Bag Limited,Bohans,,78 Meath Street,,,Dublin 1
N0064sr,Special Restaurant Licence,J C Chinese Buffet Limited,J C Chinese Buffet Limited,,4-8 Eden Quay,And 1-15 Harbour Court,,Dublin 1
N1072,Publican's Licence (7-Day Ordinary),Delisle Taverns Limited,Brannigans,,9 Cathedral Street,,,Dublin 1
N0024,Publican's Licence (7-Day Ordinary),Pkr Investments Limited,Phil Ryans,,512 & 514 North Circular Road,,,Dublin 1
N0006sr,Special Restaurant Licence,Sackville Catering Limited,Flanagans Restaurant,,61 Upper O'connell Street,,,Dublin 1
1000110,Spirit & Wine Retailer's Off Licence,Mitchell And Son Wine Merchants Limited,,,Unit 4,Chq Building,Ifsc,Dublin 1
N1061,Publican's Licence (7-Day Ordinary),James Madigan (investments) Limited,Madigans,David Madigan,4 Lower Abbey Street,(basement & Ground Floors),,Dublin 1
N1901,Wine Retailer's On Licence,L. S. Catering Limited,Muse Cafe,,Eason And Son,40/42 Lower O'connell Street,,Dublin 1
N0053,Publican's Licence (7-Day Ordinary),Jj Grainger (dublin) Limited,Grainger,,51/52 Talbot Street,,,Dublin 1
N2385,Publican's Licence (ordinary) - Theatre,Belvedere College,T/a O'reilly Theatre / Belvedere College,Jan Hendrik Wehmeyer,6 Great Denmark Street,,,Dublin 1
N0099,Publican's Licence (7-Day Ordinary),Domnic Lydon,The Dubliner Public House,,98 Parnell Street,,,Dublin 1
N1064,Publican's Licence (7-Day Ordinary),Alzwar Limited,The Oval,,78 Middle Abbey Street,,,Dublin 1
1012180,Wine Retailer's On Licence,Agenbite Ltd,Milano,,65/66 Upper O'connell Street,,,Dublin 1
1013028,Wine Retailer's Off Licence,Better As One Limited,,,1 Lower Dorset Street,,,Dublin 1
1012873,Wine Retailer's On Licence,Kopitiam Limited,Kopitiam Limited,Sau Mei Hon,53 Capel Street,,,Dublin 1
N0055,Publican's Licence (7-Day Ordinary),Clb Publicans Limited,74 Talbot,,74 Talbot Street,,,Dublin 1
N0017,Publican's Licence (7-Day Ordinary),Carleton Trading Limited,The Auld Triangle,,28/29 Lower Dorset Street,,,Dublin 1
N1325,"Spirit, Beer & Wine Retailer's Off Licence",Marks And Spencer Ireland Limited,Marks And Spencer,,24/27 Mary Street,,,Dublin 1
N0115,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Resident's Bar),Gerard Nolan,Dergvale Hotel,,4 Gardiner Place,,,Dublin 1
1012972,Wine Retailer's On Licence,T And H Beo Limited,Mr Dinh Restaurant,,101-102 Capel Street,,,Dublin 1
N2412,Passenger Vessel Licence,Captain John Hambley Jones,Vessel Name: Stena Adventurer,,Owner: Stena Line Ltd,Mooring Address: Ferryport,Dublin Port,Dublin 1
1012808,Wine Retailer's On Licence,Oysters Shuckers North Limited,Klaw Poke,Niall Sabungi,159 Capel Street,,,Dublin 1
1001594,Special Restaurant Licence,Boojum Limited,Boojum,,Unit 3 (formerly Unit B),Jervis House,Millenium Walkway,Dublin 1
N0088,Publican's Licence (7-Day Ordinary),Moonlighting Taverns Limited,Jim Beam's,,68 Upper Dorset Street,,,Dublin 1
1013149,Publican's Licence (7-Day Ordinary),Urban Brewing Limited,Urban Brewing,,Vault C,Chq Building,"Custom House Quay, Ifsc",Dublin 1
N1898,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Spc Leisure Management Services Limited,Caulfield's Hotel,,18/19 Lower Dorset Street,,,Dublin 1
N2349,"Spirit, Beer & Wine Retailer's Off Licence",Ashglen Property Co Limited,Spar,Bela Retail Limited,63/64 Upper O'connell Street,,,Dublin 1
N1617,Publican's Licence (ordinary) - Theatre,Edwards Macliammoir Dublin Gate Theatre Productions Ltd,T/a The Gate Theatre,,Parnell Square,,,Dublin 1
N2227,Wine Retailer's On Licence,Agenbite Limited,Milano,,Retail Unit 6,"Excise Walk , Clarion Quay",Ifsc,Dublin 1
N0012sr,Special Restaurant Licence,Lindley Limited,Chapter One Restaurant,,18/19 Parnell Square,,,Dublin 1
N0029,Publican's Licence (7-Day Ordinary),Keadarr Limited,The Strand House,,172 North Strand Road,"(ground Floor, First Floor & Basement)",,Dublin 1
1007738,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco Express,,47-48 Lower Dorset Street,,,Dublin 1
N0068,Publican's Licence (7-Day Ordinary),Declan Glynn,The Meeting Point Public House,,100 Upper Dorset Street,,,Dublin 1
1000218,Wholesaler Dealer in Beer,Mitchell And Son Wine Merchants Limited,Mitchell And Son Wine Merchants,,Unit 4,Chq Building,The Ifsc,Dublin 1
1014009,Passenger Vessel Licence,Captain Andrew Sheen,Vessel Name: Dublin Swift,,Irish Continental Line Limited,Mooring Address: Ferryport,Alexandra Road,Dublin 1
N0009,Publican's Licence (7-Day Ordinary),Greg Hanney,Lloyds Bar And Lounge,,46 Amiens Street,,,Dublin 1
N2198,Publican's Licence (ordinary) - Theatre,Siptu,T/a Liberty Hall,Eamonn Lawless,The Auditorium,Liberty Hall,Eden Quay,Dublin 1
N0023,Publican's Licence (7-Day Ordinary),Admiral Restaurant Limited,Admiral,,Corner Of Marlborough Street,And Sean Mcdermott Street,,Dublin 1
1013727,Publican's Licence (7-Day Ordinary),Petrina Loughran,Kavanaghs Pub,,"3,4,5 Lower Dorset Street And 3 Georges Place",,,Dublin 1
1004399,"Spirit, Beer & Wine Retailer's Off Licence",Tempside Limited,,,49/50 Mary,,,Dublin 1
N1561,Railway Restaurant Car Licence,Iarnrod Eireann Irish Rail,,,Connolly Station,,,Dublin 1
1001118,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Bardolet Limited,The Belvedere Hotel,,"1,2,3 North Great George's Street And Rutland Place",And Gardiners Row,,Dublin 1
1006793,Publican's Licence (7-Day Ordinary),Moorelands Construction Limited,,,89-94 Capel Street,,,Dublin 1
1011480,Wine Retailer's On Licence,Boojum Abbey Limited,Boojum,David Maxwell,3 Lower Abbey Street,,,Dublin 1
1012068,"Spirit, Beer & Wine Retailer's Off Licence",Jfg Retail Services Limited,,Brian O'carroll,7/8 Lower Liffey Street,,,Dublin 1
1009075,Wine Retailer's On Licence,Eddie Rockets (ireland) Limited,Rockets By Eddie Rockets,Niall Fortune,Cafe B,Campshires,North Wall Quay,Dublin 1
N2184,Wine Retailer's On Licence,Persia Catering Limited,Toto Ristorante Italliano,,8 Talbot Street,,,Dublin 1
N2351,"Spirit, Beer & Wine Retailer's Off Licence",Fresh Opportunities Limited,Mace I F Ss C,,Ground Floor,National College Of Ireland,Mayor Street Lower,Dublin 1
N2491,"Spirit, Beer & Wine Retailer's Off Licence",Triode Newhill Spencer Row Limited,Spar,Michael O'driscoll,70/72 Talbot Street,,,Dublin 1
N2311,Publican's Licence (7-Day Ordinary),Trexel Properties Limited,The Gin Palace,,42 Middle Abbey Street And,15 Lower Liffey Street,,Dublin 1
N0025,Publican's Licence (7-Day Ordinary),James Gill Limited,James Gill,,555 North Circular Road,And 1 Russell Street,,Dublin 1
N0020,Publican's Licence (7-Day Ordinary),Inishelm Limited,T/a The Red Parrot,,58 Lower Dorset Street,& Premises Attached & Adjoining,,Dublin 1
1007699,Passenger Vessel Licence,"Andrew Sheen, Other Person Belonging To The Vessel Nominated By Owner",Vessel Name: M V Epsilon,,Owner: Irish Ferries Ltd,Mooring Address: Ferryport,Alexandra Road,Dublin 1
S3663,Wine Retailer's On Licence,Thai Spice Limited,Thai Spice,,3a Talbot Place,,,Dublin 1
N2134,Passenger Vessel Licence,Captain Andrew Sheen,Vessel Name: M V Oscar Wilde,,Owner: Irish Ferries Ltd,Mooring Address: Ferryport,Alexandra Road,Dublin 1
N1894,Passenger Vessel Licence,Captain Andrew Sheen,Vessel Name: M V Isle Of Inishmore,,Owner: Irish Ferries Ltd,Mooring Address: Ferryport,Alexandra Road,Dublin 1
1000064,Publican's Licence (7-Day Ordinary),Valledorado Limited,Mcneills,,140 Capel Street,,,Dublin 1
N1963,"Spirit, Beer & Wine Retailer's Off Licence",Dunnes Stores,Dunnes Stores,,28/29 North Earl Street,And Part Of 10 Cathedral Street,,Dublin 1
N2797,Wine Retailer's On Licence,Wallace Calcio Limited,Enoteca D'asti,,Behan Square,15 Russell Street,,Dublin 1
N2170,Wine Retailer's Off Licence,Dunnes Stores,Dunnes Stores,,Self-contained Off Licence Shop Unit,23/24 North Earl Street,,Dublin 1
N2030,Publican's Licence (7-Day Ordinary),Nolan Transport,The Isaac Butt Bar And Restaurant,Patricia Nolan,"Part Of No's 21,22 & 23 Store Street",Part Of No's  5 & 6 Frenchmans Lane,,Dublin 1
N2769,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco Express,,10-10a Talbot Street,Also Known As Moland House,Talbot Street,Dublin 1
N2007,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),"John,derek And Joseph Comerford",Academy Plaza Hotel,,10/14 Findlater Place,83/85 Parnell Street,,Dublin 1
1013836,Wine Retailer's On Licence,Gantep Limited,Kumpr Cafe,Ramazan Ates,"22 Bachelors Walk,",Dublin 1,,Dublin 1
1011283,Wine Retailer's On Licence,Gpo Iec Limited,Gpo Witness History,,General Post Office,O Connell Street,,Dublin 1
N1069,Publican's Licence (7-Day Ordinary),Hugh Hourican,The Boars Head,,149 Capel Street,,,Dublin 1
1012387,Wine Retailer's On Licence,Huixing Limited,,Wang Gui Xiong,8 Cathedral Street,,,Dublin 1
N0066,Publican's Licence (7-Day Ordinary),Kathleen Hennessy,The Findlater,,80 Upper Dorset Street,,,Dublin 1
1003240,Wine Retailer's Off Licence,Tempside Limited,Polonez,,Ground Floor,20/21 Moore Street,,Dublin 1
N2256,Publican's Licence (ordinary) - Theatre,Gaiety Investment 57 Limited,T/a The Academy,,57 Middle Abbey St,,,Dublin 1
N1896,"Spirit, Beer & Wine Retailer's Off Licence",Dolores Maher,Mahers Off Licence,,33 Talbot Street,,,Dublin 1
N2456,Wine Retailer's On Licence,Wallace Calcio Limited,La Taverna Di Bacco,,Unit 1 Blooms Lane,25 Lower Ormond Quay,,Dublin 1
N2540,Publican's Licence (7-Day Ordinary),Pegaso Limited,The Church,,Mary Street,,,Dublin 1
N2760,Publican's Licence (7-Day Ordinary),Moport Limited,Koh Restaurant,,Portion Of Basement & Ground Floor,Of 6 7 8 & 8a Jervis Street,And 21-26 (inclusive) Abbey Street Upper,Dublin 1
1012570,Wine Retailer's On Licence,Wallace Calcio Limited,Caffe Caglliostro,Fionn Wallace,6 Blooms Lane,Quartiere Bloom,,Dublin 1
N2363,Wine Retailer's On Licence,Wallace Calcio Limited,Enoteca Delle Langhe,,Number 3 Blooms Lane,24 Lower Ormond Quay,,Dublin 1
N0005sr,Special Restaurant Licence,N And J Foods Limited,The 101 Talbot,,1st Floor,100/102 Talbot Street,,Dublin 1
N2613,"Spirit, Beer & Wine Retailer's Off Licence",Nm Palmerstown Retail Investments Limited,Centra,Noel Dunne,Unit 5 Greeg Court,Parnell Street/moore Street,,Dublin 1
N2666,Wine Retailer's Off Licence,Paprika Stores Limited,,,6 Ryders Row,,,Dublin 1
N2781,Wine Retailer's On Licence,Bayanihan Investments Limited,Makati Avenue,,Ground Floor,48 Capel Street,,Dublin 1
N1360,Wine Retailer's On Licence,Michael Francis Drake,Kingfisher Restaurant,,166 Parnell Street,,,Dublin 1
N0096,Publican's Licence (7-Day Ordinary),Hill Street Inn Limited,Stoneys,,27 Hill Street,,,Dublin 1
N2431,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Jurys Inns Group Limited,Jurys Inn Parnell Street,,58/66 Parnell Street,26/30a Moore Street (excluding 30 Moore Street),"All Northside Of O'rahilly Parade, Rear Of Moore Lane",Dublin 1
N2390,Publican's Licence (7-Day Ordinary),Woodenbarrell Limited,Lagoona,,"Unit 4, Phase 3",Custom House Square,Mayor Street Lower,Dublin 1
N0017sr,Special Restaurant Licence,Lapizza Limited,La Pizza,,14a And 15 Lower O'connell Street,,,Dublin 1
N2069,Passenger Vessel Licence,Captain Andrew Sheen,Vessel Name: M V Jonathan Swift,,Owner: Irish Ferries Ltd,Mooring Address: Ferryport,Alexandra Road,Dublin 1
N2669,Wine Retailer's On Licence,Dunnes Stores,Dunnes,,Restaurant On The Third Floor,48-50 Henry Street,Coles Lane And Sampsons Lane,Dublin 1
N1925,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Resident's Bar),Seylene Limited,Hotel St George,,7 Parnell Square,,,Dublin 1
N1083,Publican's Licence (7-Day Ordinary),Ocs Properties Limited,,,97 Marlborough Street,,,Dublin 1
1001691,National Conference Centre Licence,Spencer Dock Convention Centre Dublin Ltd,The Convention Centre Dublin,,Spencer Dock,North Wall Quay,,Dublin 1
1008653,Wholesaler Dealer in Wine & Spirits,Red Inc Wines Limited,,John Farrell,Aparment 6,36 Upper Dorset Street,,Dublin 1
1000381,"Spirit, Beer & Wine Retailer's Off Licence",Ashglade Limited,Centra,,Ground Floor,Kingsmill Court,Bolton Street,Dublin 1
N0107,Publican's Licence (7-Day Ordinary),Kyoung Hee Limited,T/a The Shakespeare Bar,,160/161 Parnell Street,,,Dublin 1
1000889,Wholesaler Dealer in Beer & Wine,Kyoung Hee Limited,,,160-161 Parnell Street,,,Dublin 1
1010576,Publican's Licence (7-Day Ordinary),Yamamori Sushi Limited,Yamamori Sushi,,38/39 Lower Ormond Street And 34-36 Great Strand Street,,,Dublin 1
N2631,Wine Retailer's Off Licence,Westender Limited,Griffins Londis,,68 Upper O'connell Street,,,Dublin 1
1008947,Publican's Licence (7-Day Ordinary),Total Hospitality Management Limited,The Wiley Fox,,28 Eden Quay,,,Dublin 1
N2770,"Spirit, Beer & Wine Retailer's Off Licence",Tesco Ireland Limited,Tesco,,168-175 Parnell Street,"Otherwise Known As Unit 2, Ivy Exchange",Parnell Street,Dublin 1
N2698,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),Anora Commercial Limited,Maldron Hotel Parnell Square,,Junction Of Granby Row,And Dorset Street,,Dublin 1
N2177,Wine Retailer's On Licence,Eddie Rockets (ireland) Limited,Eddie Rockets,,52 O'connell Street,,,Dublin 1
1010596,Wine Retailer's On Licence,Il Forraid Del Mondo Limited,,Giorgio Lisi,1 Liffey Street Lower,,,Dublin 1
1010341,Wine Retailer's On Licence,Kokoro Sushi Bento Limited,,Iain Conway,51 South William Street,,,Dublin 1
1005561,Wine Retailer's On Licence,Jason's Food Company Limited,J2 Grill And Sushi,Zidan Cheng,"Cafe A, The Camphires",North Wall Quay,,Dublin 1
N2541,Wine Retailer's On Licence,Brambles Deli Café Limited,Brambles,,Ground Floor,Unit 16a/kiosk Unit A,Jervis Shopping Centre,Dublin 1
N2438,Publican's Licence (7-Day Ordinary),Declan O'dea And David Fitzpatrick,The Lotts,,9 Lower Liffey Street,"60,61,62 The Lotts",Lower Liffey Street,Dublin 1
N2160,Publican's Licence (7-Day Ordinary),Waddells Wines Limited,The Woolshed Baa And Grill,,"Unit 3 And Unit 4, Parnell Centre",201/215 Parnell Street,,Dublin 1
N1066,Publican's Licence (7-Day Ordinary),Declan O'dea And David Fitzpatrick,Bachelor Inn,,31 Bachelors Walk And,1 And 2 Williams Row (bachelor Inn),,Dublin 1
N2123,Publican's Licence (7-Day Ordinary),Noel Murray,The Living Room,,1-5 Findlater House,Cathal Brugha Street,28/32 Upper O'connell Street,Dublin 1
N2479,"Spirit, Beer & Wine Retailer's Off Licence",Rekhi Trading Limited,Centra,,121 Capel Street,,,Dublin 1
1007718,Wine Retailer's On Licence,Bach 16 Wine And Bistro Limited,Bach 16,Edward Smith,16 Bachelor's Walk,,,Dublin 1
N2616,Wine Retailer's On Licence,Honestar Limited,M And L Chinese Restaurant,,Ground Floor,13/14 Cathedral Street,,Dublin 1
N0065,Publican's Licence (7-Day Ordinary),Fionn Maccumhaill About Tommckeown & James Staunton & Kevin Fingleton,Aurora Cafe Bar,Tom Mckeown,72/73 Upper Dorset Street,,,Dublin 1
1001188,"Wholesaler Dealer in Beer, Retailer of Spirits, Beer & Wine Off Licence",Dunnes Stores,,,Henry Street,,,Dublin 1
1013170,Wine Retailer's On Licence,Eddie Rockets (ireland) Limited,Eddie Rockets,Niall Fortune,Point Village,North Wall Quay,,Dublin 1
N2253,Passenger Vessel Licence,Captain Andrew Sheen,Vessel Name: M V Ulysses,,Owner: Irish Ferries Ltd,Mooring Address: Ferryport,Alexandra Road,Dublin 1
1000937,Publican's Licence (7-Day Ordinary),Gifford Tavern Limited,,,6 Summerhill Parade,And Part Of Number 7 Summerhill Parade,,Dublin 1
N1081,Publican's Licence (7-Day Ordinary),Monica Keenan And Pauline Keenan,The Confession Box,,88 Marlborough Street,,,Dublin 1
N2336,"Spirit, Beer & Wine Retailer's Off Licence",Triode Newhill Fhp Limited,Spar,Joe Byrne,Unit 2 Block C,Gandon House,Customs House Square,Dublin 1
1012141,Publican's Licence (Ordinary) Hotel - 1902 Act (Public Bar),Austinbrook Limited,Findlater House,,Upper O'connell Street,And Findlater Place,,Dublin 1
N1068,Publican's Licence (7-Day Ordinary),Slatterys Taverns Limited,Slatterys,,129 130 And 131 Capel Street,,,Dublin 1
1000012,Publican's Licence (7-Day Ordinary),The Liffey Trust Limited,The Green Room,,117-126 Upper Sheriff Street,,,Dublin 1
1000754,Wine Retailer's On Licence,Outhouse Limited,Outhouse Limited,,105 Capel Street,,,Dublin 1
N1923,Wine Retailer's On Licence,Emi Restaurants Limited,The Italian Connection,,95a Talbot Street,,,Dublin 1
N1955,Publican's Licence (ordinary) - Theatre,Eden Quay Theatre Ltd,T/a The Laughter Lounge,,"Basement Area, Astor Hall",4/8 Eden Quay,Eden Quay,Dublin 1
1009079,"Spirit, Beer & Wine Retailer's Off Licence",Lilacglen Limited,,,Number 1 Aldborough Court,1-4 North Strand Street,,Dublin 1
N1097,Publican's Licence (7-Day Ordinary),Dublin Central Gp Limited,Conways,,70 Parnell Street And,1 Moore Lane,,Dublin 1
N0602,Publican's Licence (Ordinary) Hotel - BF - 1902 Act (Public Bar),City Centre Hotels (dublin) Limited,Barrys Hotel,,1/2 Great Denmark Street,,,Dublin 1
